movie,genre,compound
"Men Who Stare At Goats, The","comedy,war","[0.93, -0.6486, 0.9501, 0.3182, 0.9136, 0.6124, 0.8074, 0.3612, -0.9169, 0.8126, 0.6249, -0.93, 0.7717, -0.1779, -0.8316, 0.6705, -0.9571, -0.3182, 0.2263, 0.2732, -0.2263, 0.7184, 0.6808, -0.6597, 0.6808, 0.6597, -0.8074, 0.6597, 0.3818, -0.7096, -0.9578, 0.8316, 0.4019, 0.9442, 0.9413, 0.8074, 0.0772, 0.4404, -0.6808, -0.296, 0.2263, 0.6369, -0.1027, -0.0258, -0.2263, -0.6808, -0.4404, -0.7506, -0.0516, 0.8402, -0.0772, -0.6597, 0.0772, 0.0, -0.1082, -0.5719, -0.7783, -0.8316, -0.5574, 0.836, 0.5106, 0.9081, 0.0, -0.4215, -0.6486, -0.5719, 0.4019, -0.0516, 0.4404, 0.5994, 0.0, 0.8625, 0.8957, 0.9726, -0.9274, -0.7579, 0.7783, -0.6908, -0.818, -0.9648, -0.8316, -0.7783, -0.5574, 0.8885, 0.7096, -0.9393, -0.8957, -0.875, 0.5574, -0.891, 0.8176, -0.3182, -0.0772, 0.3947, -0.7506, 0.8957, 0.6908, -0.5106, 0.3182, 0.7845, 0.3182, 0.886, 0.9628, 0.9382, 0.0, 0.7783, -0.9509, 0.6369, -0.6597, -0.9217, -0.0534, 0.4588, 0.4404, -0.9001, 0.4019, 0.5267, -0.3182, 0.9571, -0.7184, -0.8834, -0.7506, -0.8779, -0.8885, -0.0, -0.836, -0.9118, 0.91, -0.9042, 0.4939, -0.2732, -0.25, -0.6249, 0.6705, 0.2732, -0.8271, -0.128, -0.25, 0.4364, -0.2732, 0.7964, -0.6808, 0.3612, 0.3612, 0.6705, 0.2732, -0.6808, -0.9287, -0.802, 0.296, -0.5423, -0.9531, -0.8957, -0.3818, 0.5719, 0.743, -0.8519, 0.1027, -0.9292, -0.8689, -0.91, -0.7269, 0.4404, -0.8658, -0.9403, -0.128, 0.0516, 0.0, -0.0772, -0.836, 0.0772, 0.3818, -0.936, 0.4939, -0.9287, -0.1321, 0.4588, -0.7717, -0.9729, -0.1531, 0.25, 0.34, 0.5574, 0.4404, 0.8957, -0.6369, -0.3612, 0.5994, 0.926, 0.2263, -0.9559, 0.7003, -0.8591, -0.128, -0.7003, -0.1779, 0.1779, -0.4039, -0.9313, 0.1531, -0.7096]"
Midnight Cowboy,drama,"[-0.7964, -0.9495, 0.1779, 0.6597, 0.8481, 0.8519, 0.5574, 0.8316, 0.4939, -0.5859, 0.875, 0.0772, 0.743, 0.25, 0.8555, -0.936, 0.6369, -0.6808, 0.872, 0.5106, 0.9217, 0.6486, 0.8316, 0.8779, -0.128, 0.7003, -0.7845, 0.1531, 0.1531, -0.3182, 0.6369, 0.9552, 0.6486, 0.9042, -0.5106, 0.7003, -0.7184, 0.6597, 0.8772, 0.9423, 0.9661, 0.8934, 0.6124, 0.8885, -0.7184, 0.9136, -0.8591, 0.9337, 0.34, 0.2023, -0.5859, 0.8658, 0.1027, -0.9201, 0.6369, -0.7351, 0.6369, 0.936, -0.1027, 0.4404, 0.5423, 0.2648, -0.34, -0.3612, -0.7845, 0.9132, 0.946, -0.9633, 0.9287, 0.8074, 0.8442, -0.9451, -0.4588, -0.9246, -0.1516, 0.8779, 0.128, 0.6908, -0.5859, 0.9062, 0.2732, 0.1779, -0.3818, 0.6705, 0.6486, -0.8555, -0.6369, 0.7783, 0.9821, -0.5267, -0.8153, 0.128, -0.7003, -0.9153, -0.8979, 0.0, 0.6597, -0.6369, -0.8176, 0.6249, 0.5574, 0.802, 0.9501, -0.9493, 0.2263, 0.1531, 0.7003, -0.91, -0.5994, -0.0772, -0.0258, 0.8979, -0.9153, 0.9081, -0.9403, 0.8402, 0.2263, 0.4019, -0.128, -0.8834, 0.1027, 0.8957, 0.0258, -0.5423, 0.743, 0.7579, 0.1779, -0.1027, -0.7906, 0.5106, -0.6369, -0.9633, -0.9678, -0.9403, -0.2075, -0.872, -0.25, -0.926, 0.93, -0.5994, -0.1027, -0.5267, 0.0258, 0.7003, 0.7269, 0.7096, 0.8271, 0.8625, 0.6124, 0.7964, 0.93, 0.7579, 0.743, -0.4215, -0.765, 0.7184, 0.936, -0.5367, 0.3182, 0.5719, -0.5109, -0.34, -0.4019, 0.9612, 0.936, 0.8658, 0.8402, 0.836, -0.8126, 0.8748, -0.6249, -0.8658, 0.765, 0.7269, 0.7003, 0.0, 0.128, 0.4588, -0.875, -0.4215, -0.8779, 0.0516, 0.4822, 0.8481, 0.3612, -0.7845, 0.4939, 0.5994, -0.743, -0.3182, 0.2732, 0.7351, -0.7906, 0.7906, -0.8689, -0.25, 0.8519, -0.2023, -0.2732, -0.5574]"
Miami Vice,"action,crime,drama,thriller","[-0.4767, 0.9657, 0.9584, 0.2263, 0.6597, 0.128, 0.5106, 0.6705, -0.5859, 0.0258, 0.34, 0.7906, -0.5267, -0.7906, -0.7003, -0.4404, -0.7096, 0.0, 0.2263, -0.7269, 0.4215, 0.6486, -0.9477, -0.6908, 0.0258, 0.0, -0.2732, 0.4215, -0.1027, 0.0258, 0.3818, 0.2944, -0.6486, -0.4019, 0.8402, -0.9423, 0.0772, 0.2732, -0.4767, -0.743, -0.0516, -0.2732, -0.9538, -0.296, 0.5859, -0.2732, 0.5994, 0.2732, -0.8074, -0.8779, 0.891, -0.5859, 0.4019, 0.6369, -0.2263, -0.7096, -0.1531, 0.6124, -0.4019, 0.0258, 0.4548, 0.5574, 0.9753, 0.7906, 0.2732, -0.6249, 0.872, 0.5267, -0.5719, -0.6908, -0.8481, -0.8481, 0.7003, 0.296, 0.4939, -0.9482, -0.0516, 0.7783, 0.7845, -0.101, 0.6808, 0.5719, 0.8442, 0.8402, -0.3612, 0.8834, -0.5994, 0.5106, 0.9747, 0.5556, 0.2023, -0.3182, 0.8591, 0.6597, -0.836, 0.5423, -0.5994, 0.0, -0.128, -0.34, 0.0516, -0.5719, 0.765, -0.5719, -0.8176, -0.34, 0.3818, 0.8807, 0.9231, 0.2023, 0.3612, -0.7096, 0.875, 0.6597, 0.5267, -0.2982, 0.0, 0.4939, 0.5106, -0.8625, 0.8519, 0.8689, 0.9349, 0.743, 0.872, 0.2732, 0.8126, -0.9136, -0.5994, 0.0, -0.7003, 0.296, 0.2023, -0.9432, -0.1027, -0.2732, 0.1604, -0.7343, -0.4215, 0.4767, 0.8807, -0.4939, 0.9821, 0.8689, -0.5719, 0.25, -0.2263, 0.8225, -0.3182, -0.4215, 0.6124, 0.9042, 0.4767, 0.8271, -0.34, 0.9371, 0.6486, 0.5859, 0.1063, 0.0583, 0.3182, -0.1779, 0.0258, 0.5423, 0.6597, 0.743, 0.9062, 0.5423, 0.5267, 0.946, -0.34, -0.8074, -0.8885, 0.0258, -0.743, -0.2023, -0.0516, 0.4939, -0.5423, -0.6705, -0.34, -0.8225, 0.4939, -0.8442, -0.9001, -0.7506, -0.4588, -0.9081, -0.7783, -0.9231, -0.9657, -0.8271, -0.9022, 0.296, 0.5542, -0.8442, -0.5719, -0.7096, -0.2263, 0.875]"
Midnight In Paris,"comedy,fantasy,romance","[0.3612, 0.9729, -0.6249, -0.7717, -0.2023, 0.8658, 0.7579, 0.6249, -0.0408, 0.8126, 0.1531, -0.7964, 0.7003, 0.5106, 0.34, 0.9136, 0.9118, 0.5574, 0.4404, 0.1027, 0.5574, 0.8442, 0.6124, -0.8658, 0.8442, 0.7096, 0.8834, -0.743, -0.2732, -0.1027, 0.5574, 0.296, 0.2023, 0.0258, 0.1531, 0.9081, 0.7717, 0.9413, 0.7783, 0.7269, 0.3612, 0.0516, 0.6705, 0.3182, 0.5423, 0.0, 0.8808, -0.1779, 0.1779, -0.25, 0.9201, 0.875, -0.6597, 0.2263, 0.4215, 0.5719, 0.7906, 0.7964, 0.8271, -0.9538, 0.9186, 0.9201, 0.9186, 0.0772, 0.2263, 0.0772, 0.4939, -0.2732, 0.946, 0.7096, 0.25, -0.2263, -0.25, -0.0516, -0.9167, 0.8591, 0.9851, 0.128, 0.2023, 0.7003, 0.1531, 0.7717, 0.6369, 0.8316, 0.765, 0.3612, -0.296, 0.91, 0.8225, 0.5719, 0.6486, -0.886, 0.5086, 0.8442, 0.0, 0.6369, -0.2682, 0.3612, 0.1531, 0.4215, -0.25, 0.0258, 0.3862, 0.8176, -0.7351, -0.0772, 0.765, 0.8074, 0.0, 0.3182, 0.9118, 0.872, 0.9246, -0.6808, 0.1779, 0.5106, 0.9201, -0.5267, 0.296, -0.5994, -0.0772, 0.9887, 0.891, 0.1027, 0.3612, 0.91, 0.5859, 0.9805, 0.5574, 0.9423, -0.8126, 0.4939, 0.5267, -0.2732, 0.0, 0.0, 0.7906, -0.5423, 0.6808, 0.2732, 0.4019, 0.6605, 0.7579, 0.9042, 0.926, 0.3612, 0.34, 0.743, 0.5719, 0.8074, 0.872, 0.8591, 0.5248, -0.128, 0.5994, 0.7579, -0.3818, -0.9136, -0.25, 0.7003, 0.6486, 0.6124, 0.5719, 0.6249, 0.0, 0.1779, -0.1531, 0.6908, -0.5267, 0.6486, -0.6621, 0.2263, 0.6705, 0.5719, 0.875, 0.5719, 0.3612, 0.7003, 0.2732, 0.9274, 0.3612, 0.296, 0.7845, 0.5859, 0.12, -0.91, 0.8625, 0.93, 0.1027, 0.3818, -0.9042, 0.7964, 0.8126, 0.6597, 0.7184, 0.5719, -0.4019, -0.2732, 0.8591, 0.0]"
Midnight Express,"crime,drama,thriller","[0.5106, 0.8481, 0.5106, -0.7783, -0.6705, 0.25, 0.9565, -0.7114, -0.3612, -0.7783, -0.9187, 0.6597, 0.4215, 0.6486, 0.91, -0.9517, 0.9233, -0.34, 0.4404, 0.6808, 0.7269, 0.8225, -0.8316, -0.9774, 0.7579, 0.7717, 0.875, -0.9403, 0.1027, 0.8934, 0.7184, 0.836, 0.296, -0.8885, -0.9559, -0.9191, 0.9545, -0.2263, -0.765, -0.7501, 0.872, -0.1531, -0.9578, -0.0772, 0.25, 0.743, 0.8271, -0.983, -0.9184, -0.9825, -0.6369, 0.0258, 0.296, -0.4847, -0.1779, -0.0772, -0.8957, 0.6369, 0.743, 0.4215, 0.6597, 0.3182, 0.743, 0.4215, 0.3182, 0.9509, 0.0772, -0.836, 0.128, 0.4939, 0.891, 0.7906, 0.4939, -0.2732, -0.743, -0.8591, -0.25, 0.936, -0.93, -0.7184, -0.969, 0.6486, 0.872, -0.4939, -0.9413, -0.0798, -0.7096, -0.3612, -0.7579, -0.9666, 0.8442, -0.6908, -0.9661, -0.6486, -0.3612, -0.8442, -0.91, -0.8689, -0.8402, -0.0516, -0.4767, -0.34, -0.8689, -0.8555, -0.7269, -0.4019, 0.9493, 0.8783, -0.946, -0.9434, -0.93, -0.4767, -0.6808, -0.936, 0.8442, 0.7003, -0.9808, 0.5859, 0.7783, 0.7184, -0.9774, -0.0516, -0.4939, -0.6908, -0.5719, -0.4404, 0.7003, 0.7717, -0.296, -0.7717, -0.9846, 0.0772, 0.7579, -0.7845, -0.8204, -0.9819, -0.6705, -0.0, -0.7717, -0.9818, 0.8126, -0.9707, -0.765, 0.3818, -0.9432, -0.6124, -0.0772, -0.9719, 0.128, -0.9136, -0.9645, 0.4767, -0.836, -0.1027, -0.0516, -0.765, -0.9451, -0.4741, -0.9201, -0.1027, -0.3612, 0.6124, -0.7184, -0.8262, -0.8885, -0.128, 0.2023, 0.5423, -0.4588, -0.9136, 0.8807, -0.9022, -0.4588, -0.6597, 0.7783, -0.5106, -0.8316, -0.5423, -0.4019, -0.9545, -0.6908, -0.7645, 0.4404, 0.7351, 0.4404, -0.9062, -0.6808, -0.3182, -0.3182, 0.5423, -0.1531, -0.9231, -0.91, -0.6124, 0.4404, -0.875, -0.8519, -0.7506, -0.25, 0.4215]"
Mighty Joe Young,"action,adventure,family","[0.5106, 0.7269, 0.4215, -0.3612, 0.7845, 0.1779, -0.34, -0.6486, 0.6597, -0.9186, -0.9042, 0.8442, -0.926, 0.6705, 0.0516, -0.6369, 0.8225, 0.8074, 0.5574, -0.4588, 0.9545, 0.7579, -0.3182, 0.5859, 0.836, 0.7964, 0.743, -0.9246, -0.2263, 0.6124, -0.3818, -0.3818, -0.8126, -0.8442, -0.3612, -0.2263, -0.4939, -0.9571, -0.0, -0.5859, 0.9054, 0.5267, 0.836, 0.5106, 0.5859, 0.3182, 0.6486, 0.765, 0.7506, -0.4019, 0.4019, 0.8885, 0.2732, -0.0516, 0.8442, 0.9451, 0.7096, 0.8271, 0.9231, -0.0772, -0.0516, -0.9274, 0.128, -0.7003, 0.7717, 0.3612, -0.3326, 0.6486, 0.6808, 0.9313, 0.5859, 0.765, -0.4588, 0.0516, 0.9001, 0.9098, 0.5574, -0.4939, 0.25, 0.9118, 0.128, 0.7717, 0.1027, -0.5574, 0.25, -0.0516, -0.8481, -0.8555, 0.5859, -0.701, -0.1027, -0.8519, 0.5574, -0.8689, 0.7269, 0.0, -0.9393, -0.8481, 0.5267, 0.9623, -0.0258, 0.5859, 0.872, -0.3818, 0.0, 0.7003, -0.5574, -0.4215, 0.9723, 0.8625, 0.9169, 0.5719, 0.9337, 0.7964, 0.5106, 0.6808, 0.9546, 0.9118, -0.4215, 0.9273, -0.5859, -0.4588, 0.926, 0.9169, 0.8225, 0.4404, 0.9022, 0.7184, 0.5267, -0.125, -0.3182, -0.7717, 0.34, 0.7269, -0.8126, -0.5423, -0.886, -0.9623, -0.9719, 0.0, -0.1027, 0.3971, 0.2263, -0.7906, -0.9313, 0.91, -0.5423, -0.5106, 0.5574, 0.9217, 0.8555, 0.872, 0.7964, 0.4939, 0.3818, 0.8176, 0.872, -0.9741, -0.8957, 0.4404, 0.4215, 0.4404, 0.122, -0.9477, -0.765, -0.1779, -0.8074, -0.9818, -0.128, -0.9231, -0.6249, 0.6705, 0.2366, 0.4404, 0.7783, 0.8885, -0.9349, -0.6124, -0.9062, -0.9531, -0.4588, -0.6213, -0.8591, 0.6705, -0.9565, 0.6705, -0.9393, 0.2263, -0.8591, -0.1027, 0.9118, 0.8481, 0.9337, 0.8934, 0.9231, 0.9698, -0.7096, 0.8834, 0.9729, 0.9716]"
Milk,drama,"[-0.3612, 0.6249, -0.4019, -0.802, 0.3818, 0.9169, -0.3612, 0.9081, 0.5719, 0.8126, 0.8779, -0.128, 0.4019, 0.6124, 0.8834, 0.91, 0.9477, 0.1531, -0.5423, 0.8126, 0.8176, 0.9325, 0.9168, 0.9413, 0.7096, 0.8442, 0.9001, -0.743, 0.5859, -0.836, 0.7579, 0.9468, -0.2732, 0.9246, 0.9538, 0.7003, 0.5994, 0.8481, 0.7783, 0.9545, 0.6369, -0.7906, -0.9716, 0.8316, 0.8074, 0.8807, -0.25, -0.891, 0.9186, -0.0258, 0.3818, -0.2732, -0.2023, 0.8481, -0.9805, 0.5106, -0.5106, 0.25, -0.4939, 0.9819, -0.1531, 0.5574, 0.5719, 0.7964, -0.2263, -0.5574, -0.8658, -0.34, -0.8074, -0.8126, -0.9382, -0.8442, 0.6369, 0.9805, 0.2263, -0.5719, 0.8225, -0.6369, -0.9674, 0.7506, -0.7184, -0.0258, -0.8402, 0.7906, -0.765, 0.7003, 0.891, 0.9766, 0.7003, 0.0772, 0.8481, 0.4939, 0.9001, 0.3612, 0.6124, 0.9595, -0.743, 0.9062, 0.7717, 0.6486, 0.8519, -0.8271, 0.9136, 0.765, 0.8807, -0.8442, 0.6486, 0.6249, -0.8225, -0.296, -0.7717, 0.3818, 0.5423, -0.7506, 0.6369, -0.9423, 0.6124, -0.802, -0.2023, -0.9231, -0.802, -0.6808, 0.2263, 0.6597, -0.836, 0.8658, -0.9022, -0.7096, 0.0, -0.9186, -0.0258, 0.1779, -0.7351, -0.9716, -0.8442, 0.0258, -0.1027, 0.7269, -0.0516, 0.6124, -0.5423, -0.2263, 0.9274, 0.8074, 0.9413, 0.7351, -0.802, 0.8591, 0.8834, -0.7096, -0.6249, 0.5574, 0.743, 0.7783, 0.9325, 0.8074, 0.3818, -0.891, -0.8074, 0.3806, -0.9201, -0.9153, -0.93, 0.5719, -0.4404, -0.1531, -0.6124, -0.7964, -0.6705, 0.4019, 0.9062, 0.8625, -0.7984, -0.6597, 0.4588, 0.9485, 0.5106, 0.3612, -0.8834, 0.4019, 0.3818, 0.5859, -0.4215, -0.5106, 0.8126, -0.6486, -0.0258, 0.4588, 0.2263, -0.2783, 0.8885, 0.296, -0.128, 0.9169, 0.7269, 0.875, 0.7506, 0.4456, -0.9712, -0.836]"
"Miracle Worker, The",drama,"[0.0, 0.0, 0.0, 0.0, 0.4588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8402, 0.4404, 0.0, 0.4939, 0.0, -0.2235, 0.3182, 0.34, 0.0516, 0.0, 0.0, -0.4019, 0.4939, -0.6597, 0.0, -0.4019, -0.4767, 0.0, 0.4939, 0.0, -0.4019, 0.0, 0.3612, -0.296, 0.0, 0.0, 0.4939, 0.4939, 0.0, 0.5267, 0.0, 0.0, -0.34, 0.4019, 0.0258, 0.4939, 0.0, 0.4939, 0.0, -0.4939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1531, -0.3182, 0.0, 0.4939, 0.0, -0.2732, 0.0, -0.2732, -0.0258, -0.4019, 0.0, -0.6486, 0.0, 0.4939, 0.0, 0.0, 0.0, -0.7579, -0.1027, 0.4939, -0.4019, 0.0, -0.5423, 0.3182, 0.0, -0.2023, 0.0, 0.0, 0.0, 0.5106, 0.0, -0.34, 0.6908, 0.0, -0.2732, 0.0, 0.6486, 0.0, 0.4939, 0.0, 0.0, 0.4588, 0.0, 0.4019, 0.0, 0.4215, 0.0, 0.1531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3612, -0.5423, 0.4019, 0.0, 0.0, 0.2732, 0.0, 0.0, 0.0, 0.0, 0.5574, -0.6597, 0.0, 0.5423, 0.0, 0.0, 0.0, 0.0, 0.4939, 0.5719, 0.0, 0.0, 0.7003, 0.2263, 0.8271, 0.0258, 0.0, 0.0, -0.4019, 0.0, 0.4939, 0.0, 0.4939, -0.4767, -0.4019, 0.0, -0.4019, 0.0, 0.0, 0.0, 0.3182, 0.0, -0.2263, 0.0, 0.6486, -0.4588, -0.1531, -0.5719, 0.0, 0.4019, 0.0, 0.0, -0.34, 0.4215, 0.0, -0.6124, -0.3612, 0.0, 0.5719, -0.4404, -0.5267, 0.0, -0.4588, -0.6486, -0.128, 0.2732, 0.0, 0.5574, 0.7003, 0.3818, -0.4215, 0.5106, 0.6486, 0.4215, 0.0, 0.0, 0.0, -0.128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4939, 0.0, 0.0, 0.0, -0.3818, 0.0, 0.1326]"
Mimic,"horror,sci-fi,thriller","[-0.0258, 0.7964, -0.3612, -0.93, 0.0, -0.4588, -0.1779, -0.4767, -0.0516, 0.0258, 0.6369, -0.5859, -0.0772, -0.5719, 0.0258, 0.9287, 0.8591, -0.6124, -0.296, -0.9153, 0.836, -0.2732, 0.25, -0.4939, -0.7717, -0.0772, -0.5106, 0.6908, 0.5106, 0.8176, 0.2306, 0.8979, 0.6249, -0.2732, 0.0, -0.4404, -0.7269, 0.765, -0.0352, -0.5106, -0.3182, -0.0036, -0.6908, -0.1027, 0.6369, -0.743, 0.4404, -0.8271, -0.6249, 0.8271, 0.7906, -0.9442, 0.4767, -0.9001, -0.7184, -0.34, -0.4019, 0.4767, 0.9451, 0.6369, -0.5859, 0.8225, 0.4215, 0.7506, 0.1779, -0.7579, -0.5267, -0.1531, -0.6124, -0.743, -0.8979, 0.2263, 0.8442, 0.8316, 0.9104, 0.0772, 0.8225, 0.8519, 0.8658, -0.6908, -0.4939, 0.4256, -0.1027, -0.7003, -0.5994, 0.6808, 0.7351, 0.9001, -0.5994, 0.7506, 0.1027, 0.9571, -0.6705, -0.6597, -0.4588, 0.8481, 0.3818, 0.7184, 0.34, -0.1027, 0.7003, 0.6369, 0.4767, -0.5095, 0.4215, -0.6369, -0.2212, -0.7184, 0.4767, 0.4404, 0.4404, -0.6249, -0.1531, 0.296, -0.0516, -0.7964, -0.8865, 0.1027, -0.5994, -0.0516, -0.0258, -0.7184, -0.4404, 0.3182, -0.7269, 0.25, 0.0, -0.8481, -0.1531, -0.9349, -0.7184, -0.7096, -0.5719, -0.5423, 0.4939, -0.9732, 0.8176, -0.891, 0.1779, 0.4404, -0.296, 0.4019, -0.4588, -0.765, -0.875, -0.8126, -0.8625, 0.3182, -0.6486, 0.9287, 0.34, -0.8176, -0.0516, 0.6808, 0.6808, 0.2732, 0.4019, 0.7269, 0.8074, -0.6249, 0.2732, 0.1027, -0.875, -0.9434, 0.128, -0.6808, -0.8316, -0.0516, 0.8813, -0.296, 0.9042, -0.296, -0.4268, -0.5267, -0.872, 0.3182, 0.1531, 0.1531, 0.5423, -0.0772, 0.9633, 0.7003, 0.4588, 0.8555, -0.5267, -0.8316, -0.5994, -0.6908, -0.5574, 0.5574, 0.1027, -0.34, 0.3182, 0.9169, 0.4019, -0.296, 0.5267, -0.7351, 0.25, 0.0516]"
Misery,"drama,horror,thriller","[0.7003, 0.8834, 0.3182, -0.9042, -0.8834, -0.9081, -0.9571, -0.9666, -0.8807, 0.9432, 0.7964, -0.1027, -0.1531, -0.9062, 0.8885, -0.5859, 0.875, 0.7351, 0.2263, -0.8566, 0.1779, -0.5267, 0.886, 0.8481, 0.4391, 0.8807, -0.7717, 0.7506, 0.9274, 0.9565, 0.6908, 0.9352, 0.8313, -0.7689, -0.4404, 0.4588, 0.8927, -0.1531, 0.8402, -0.7178, 0.6378, 0.6124, -0.9578, 0.1779, -0.8625, -0.223, -0.128, 0.9201, 0.5423, 0.9868, 0.91, 0.4767, 0.9371, -0.765, -0.2732, 0.2263, 0.9723, -0.9638, -0.9337, 0.34, -0.8225, -0.8555, 0.4019, 0.4364, 0.9806, -0.5106, 0.891, 0.5994, -0.1531, 0.4404, 0.9022, 0.8882, -0.7783, 0.4404, -0.8402, -0.7506, 0.7351, -0.1027, 0.4404, 0.2732, 0.4019, 0.6486, -0.3818, 0.891, 0.8519, 0.8957, 0.8934, -0.9403, -0.8834, -0.8402, -0.8885, -0.7351, -0.91, -0.5423, 0.6808, -0.8886, -0.9618, -0.802, -0.8625, -0.8225, -0.9136, 0.6486, -0.9118, 0.7506, 0.8481, 0.6597, -0.8078, -0.8442, -0.6486, 0.743, -0.6597, -0.8225, -0.7351, -0.25, -0.4404, 0.5574, -0.1714, -0.25, 0.0, -0.8176, 0.8126, 0.4767, 0.9382, 0.4404, 0.5423, 0.8934, 0.886, -0.4949, 0.2732, 0.8839, 0.296, -0.6705, 0.7717, -0.3612, -0.9201, -0.4019, -0.797, 0.9595, 0.9571, -0.6124, -0.7506, -0.0516, -0.7783, -0.9887, -0.9501, -0.9595, -0.2732, 0.1779, 0.7964, 0.9001, 0.6486, 0.6582, 0.6486, 0.5994, -0.802, -0.0258, -0.9371, 0.6369, 0.6012, -0.3182, -0.4404, -0.7351, -0.9393, -0.25, -0.6908, 0.5859, -0.1742, 0.766, -0.5423, 0.9186, -0.3182, 0.9201, 0.34, -0.8442, -0.2023, 0.1779, 0.6597, -0.4215, 0.7184, -0.4692, 0.4215, 0.3612, 0.5106, -0.0258, -0.2023, 0.2023, -0.9313, -0.9702, -0.9477, -0.9531, -0.9382, -0.7506, -0.886, -0.9325, -0.6227, 0.9559, 0.9136, -0.8176, -0.3446, 0.2263]"
Miller'S Crossing,"crime,drama,thriller","[-0.3182, -0.886, 0.0516, 0.8481, 0.5267, -0.6124, -0.7269, -0.7096, -0.8481, 0.25, 0.8689, 0.7351, 0.8326, 0.5106, 0.4939, 0.6249, -0.128, 0.8481, 0.5574, 0.5719, 0.5267, 0.926, 0.9716, 0.7845, 0.7783, 0.3612, -0.4404, 0.2023, -0.9552, -0.6486, 0.7589, 0.4404, 0.9758, 0.9423, -0.7184, 0.8658, -0.128, -0.3612, -0.289, -0.6249, 0.4215, 0.6124, -0.4404, 0.9313, -0.4767, 0.1531, -0.936, 0.8316, 0.8225, 0.886, 0.9545, 0.6808, 0.91, -0.8271, 0.031, 0.9118, 0.9628, 0.2023, 0.7184, 0.7717, 0.4939, -0.7096, 0.7184, -0.9118, -0.6908, -0.25, -0.7783, -0.926, -0.8481, -0.7096, 0.969, 0.4215, 0.0, -0.4019, -0.8834, -0.9274, -0.9217, -0.8481, -0.8934, -0.5994, -0.8625, -0.4019, 0.3612, -0.7964, 0.6478, 0.8875, 0.296, 0.9062, 0.8591, -0.0772, 0.25, 0.7351, -0.25, 0.6096, -0.6908, 0.9136, 0.8519, 0.9349, 0.9231, 0.9325, 0.6908, -0.5267, 0.7003, -0.7964, -0.7717, -0.5517, 0.8263, -0.8625, -0.7717, -0.7096, -0.7003, 0.8591, 0.7261, 0.979, 0.93, 0.9423, 0.5687, 0.6486, 0.9153, 0.5719, -0.9565, 0.7859, -0.6486, 0.7269, -0.8689, -0.6369, -0.9477, 0.2263, 0.7269, -0.34, -0.9524, -0.9414, 0.3182, -0.6249, -0.7184, 0.3804, -0.1779, -0.2023, 0.296, -0.7351, 0.9118, -0.91, -0.7003, -0.4215, 0.5859, 0.5106, 0.5106, 0.8316, 0.5267, 0.2263, -0.7783, -0.7964, -0.8442, -0.4404, -0.8402, -0.3612, 0.7783, 0.0516, -0.8442, 0.7351, -0.6369, -0.5859, -0.34, 0.9559, 0.7184, 0.5859, 0.4019, 0.128, 0.9081, 0.6124, 0.8481, 0.3612, 0.6486, 0.8402, -0.8885, -0.6369, -0.93, 0.2023, 0.802, 0.0258, 0.9382, -0.3182, 0.1027, 0.0258, -0.25, -0.1779, -0.8225, -0.8326, 0.6597, -0.959, -0.7579, -0.9153, 0.836, -0.0516, -0.7184, -0.242, 0.25, -0.4588, 0.9062, -0.0772]"
